dim,s,time,sampled,sieved,compared,num_short
31,10,0.967,507,10332,9476113,60
31,100,1.933,509,20941,19091519,60
31,1000,2.845,497,31023,27920082,59
32,10,0.999,546,12076,12924957,61
32,100,1.992,551,24649,25944281,11
32,1000,3.042,566,37610,39696454,59
33,10,1.427,650,14595,18072126,65
33,100,2.829,658,29230,36013592,1
33,1000,4.312,685,44690,54676378,55
34,10,1.96,707,17122,24148363,67
34,100,3.958,749,34542,49011882,4
34,1000,5.986,739,52771,74239026,13
35,10,2.692,869,19922,32955774,2
35,100,5.438,853,41044,66946331,69
35,1000,8.334,797,62912,102726760,61
36,10,3.819,995,23585,45584632,69
36,100,7.723,1004,48839,92717611,69
36,1000,11.935,971,74959,143366011,11
37,10,5.326,1136,27864,62685760,0
37,100,11.022,1129,58829,130131284,48
37,1000,16.586,1107,89005,196104394,63
38,10,7.332,1370,32513,83844283,14
38,100,15.497,1355,69253,177519062,15
38,1000,23.179,1323,104389,266265913,75
39,10,10.873,1535,40531,122928213,75
39,100,21.25,1442,81416,240567434,71
39,1000,32.158,1525,123585,365148540,2
40,10,14.7,1765,46712,162528653,80
40,100,29.592,1734,95499,329473395,0
40,1000,44.626,1716,145899,497238182,75
41,10,20.538,1976,54273,216004143,68
41,100,43.4,1947,114211,453870521,82
41,1000,65.152,2027,173098,683698406,78
42,10,29.172,2323,65036,302337188,74
42,100,59.277,2343,135163,625965579,79
42,1000,89.707,2269,205896,947936210,80
43,10,40.953,2751,76889,418775257,8
43,100,84.304,2654,160318,857467145,79
43,1000,125.874,2658,243228,1300393490,15
44,10,59.863,3132,89809,564850577,3
44,100,122.064,3064,189424,1175757186,17
44,1000,185.413,3084,288554,1791410442,5
45,10,80.332,3629,107145,782527019,79
45,100,169.377,3645,225141,1626284605,2
45,1000,253.243,3574,342020,2456623491,88
46,10,116.791,4142,127039,1074927871,11
46,100,239.391,4167,263715,2206296963,89
46,1000,363.791,4114,403175,3361965097,84
47,10,158.682,4824,148054,1443613736,83
47,100,337.582,4915,311692,3015475068,92
47,1000,500.089,4829,477052,4617321523,78
48,10,223.158,5495,175180,1991006298,7
48,100,465.465,5491,369464,4160319751,88
48,1000,708.92,5602,563237,6326314177,86
49,10,319.449,6411,206026,2694155637,78
49,100,668.668,6320,436884,5715606266,3
49,1000,1020.259,6442,663770,8630731125,87
50,10,505.934,7338,245353,3756375771,91
50,100,1036.368,7317,514713,7809639994,63
50,1000,1494.26,7305,780542,11740746127,89
20,10,0.027,123,1652,330140,40
20,100,0.035,110,3009,565333,37
20,1000,0.05,106,4537,842456,37
21,10,0.026,124,1898,413544,18
21,100,0.048,123,3714,804679,38
21,1000,0.068,128,5348,1121952,25
22,10,0.037,136,2264,566720,41
22,100,0.068,151,4277,1075789,0
22,1000,0.1,152,6484,1598062,8
23,10,0.05,171,2644,774433,45
23,100,0.1,186,5368,1575613,42
23,1000,0.142,164,7940,2281437,45
24,10,0.069,167,3162,1023699,44
24,100,0.137,192,6287,2096990,45
24,1000,0.198,184,9323,3061467,1
25,10,0.097,221,3788,1443075,49
25,100,0.187,216,7321,2859520,7
25,1000,0.282,234,11317,4319972,41
26,10,0.143,259,4550,2077430,51
26,100,0.265,254,8761,3921524,49
26,1000,0.392,248,13319,5831549,35
27,10,0.202,293,5429,2920963,13
27,100,0.369,270,10642,5437396,52
27,1000,0.533,290,15659,7878785,51
28,10,0.257,352,6099,3607544,54
28,100,0.499,320,12380,7140662,49
28,1000,0.752,332,18501,10874316,55
29,10,0.371,385,7473,5211662,57
29,100,0.728,357,14898,10357744,11
29,1000,1.048,386,21977,14950726,58
30,10,0.532,427,8920,7220954,53
30,100,0.992,440,17313,13613675,54
30,1000,1.552,420,26713,21110082,54
31,10,0.959,477,10418,9555425,61
31,100,1.965,483,21058,19371585,58
31,1000,2.064,516,30844,27975438,13
32,10,1.016,555,12234,13157587,64
32,100,1.998,545,24713,26105902,61
32,1000,2.998,580,37114,39256441,0
33,10,1.371,653,14167,17334904,65
33,100,2.81,684,29366,35767960,65
33,1000,4.293,656,44689,54776496,2
34,10,2.001,746,16968,24665757,4
34,100,3.954,725,34743,48864855,60
34,1000,5.887,705,52026,73249276,0
35,10,2.782,850,20375,34050148,58
35,100,5.704,890,41984,70076176,4
35,1000,8.334,893,62590,102350422,20
36,10,3.87,1009,23966,46206431,69
36,100,7.753,1012,49062,93367409,68
36,1000,11.74,958,74927,141681651,69
37,10,5.394,1115,28070,62967408,3
37,100,10.813,1145,58294,128240076,63
37,1000,16.26,1130,87396,191798386,71
38,10,7.576,1334,33637,86881457,70
38,100,15.503,1324,69348,177806425,67
38,1000,22.891,1305,104228,263886667,63
39,10,10.206,1464,38831,115661225,72
39,100,21.313,1502,82076,242429860,70
39,1000,31.936,1530,123220,363832774,2
40,10,14.349,1713,46347,159071695,79
40,100,29.675,1731,96044,330872077,4
40,1000,45.396,1768,147156,506743465,70
41,10,20.764,2025,55934,226838703,81
41,100,41.677,2023,114215,456388803,1
41,1000,63.86,2021,174488,692023266,82
42,10,29.316,2310,64943,305748422,5
42,100,60.995,2349,135555,626594018,81
42,1000,89.646,2318,204569,940991754,1
43,10,43.149,2726,76684,416726722,3
43,100,88.463,2648,159911,857579023,78
43,1000,137.852,2635,243148,1294249334,86
44,10,57.038,3074,91200,575061142,67
44,100,119.165,3082,189886,1180968000,80
44,1000,181.946,3070,289335,1791852637,83
45,10,82.366,3631,108250,794492175,81
45,100,167.508,3605,224541,1626757663,4
45,1000,251.554,3601,341955,2460209281,85
46,10,115.806,4128,126684,1067973540,87
46,100,238.546,4186,265899,2235296259,84
46,1000,365.683,4256,404285,3381218574,13
47,10,159.083,4735,148812,1454628350,90
47,100,336.576,4821,313214,3046128324,11
47,1000,492.593,4803,474989,4587300248,88
48,10,223.611,5690,176616,2008250300,94
48,100,458.235,5534,368381,4144043026,2
48,1000,697.454,5662,562444,6310616441,10
49,10,319.4,6323,206601,2731719212,0
49,100,670.306,6429,437299,5722717123,97
49,1000,1012.448,6371,664681,8646294901,96
50,10,522.315,7378,244564,3734760567,91
50,100,1048.074,7508,513604,7763018384,97
50,1000,1560.63,7562,785885,11857165442,66
20,10,0.026,108,1622,310074,40
20,100,0.036,113,3128,590328,36
20,1000,0.053,118,4686,883372,39
21,10,0.025,125,1869,399592,42
21,100,0.048,116,3708,788117,42
21,1000,0.072,134,5582,1200374,41
22,10,0.037,139,2163,572525,4
22,100,0.074,168,4548,1162179,43
22,1000,0.103,149,6643,1647391,39
23,10,0.05,166,2686,775006,46
23,100,0.095,175,5149,1499983,4
23,1000,0.14,184,7679,2234496,2
24,10,0.076,206,3163,1125456,7
24,100,0.135,180,6282,2079250,37
24,1000,0.207,201,9548,3189450,47
25,10,0.101,204,3885,1514989,48
25,100,0.189,213,7489,2892011,45
25,1000,0.274,212,10983,4222862,0
26,10,0.131,220,4302,1897105,5
26,100,0.257,227,8705,3806878,47
26,1000,0.382,257,13021,5692244,48
27,10,0.186,279,5243,2673213,54
27,100,0.371,284,10599,5470402,36
27,1000,0.549,262,16042,8142349,2
28,10,0.298,338,6462,3975256,54
28,100,0.54,320,12467,7420273,54
28,1000,0.815,316,19060,11239024,52
29,10,0.349,364,7148,4891091,41
29,100,0.71,395,14694,10078847,42
29,1000,1.062,405,22154,15154798,58
30,10,0.526,432,8846,7124351,45
30,100,1.03,444,17814,14137673,59
30,1000,1.496,430,26261,20595248,2
31,10,0.711,521,10291,9516838,61
31,100,1.462,519,21330,19780258,59
31,1000,2.125,495,31536,28849699,4
32,10,1.001,578,12100,12829143,61
32,100,2.033,590,25036,26507768,57
32,1000,2.966,560,36961,38884298,1
33,10,1.439,638,14745,18402856,63
33,100,2.818,654,29143,35956604,8
33,1000,4.288,627,44595,55102062,1
34,10,1.99,756,17177,24543929,66
34,100,3.947,738,34720,49005299,61
34,1000,5.916,752,52307,73683310,61
35,10,2.665,803,20010,32643205,61
35,100,5.467,853,41016,67050494,62
35,1000,8.37,856,63088,103620656,60
36,10,3.832,1005,23913,46051919,58
36,100,7.708,1030,48616,92706644,54
36,1000,11.595,1000,73883,139916868,1
37,10,5.306,1133,28283,62684570,63
37,100,11.01,1115,59112,130424217,74
37,1000,16.397,1168,88440,194307459,73
38,10,7.347,1294,32796,84428431,17
38,100,15.363,1316,68788,176848586,13
38,1000,23.196,1320,104855,267238828,73
39,10,10.169,1509,38759,115240520,13
39,100,20.891,1512,80731,238084147,32
39,1000,32.218,1538,124524,367518642,75
40,10,14.745,1705,47055,163877961,71
40,100,29.237,1723,95986,326419645,77
40,1000,59.334,1762,146672,504143641,0
41,10,26.008,2087,54992,221355854,77
41,100,54.094,1992,115106,459680259,69
41,1000,85.062,2052,175243,703013827,5
42,10,29.527,2251,65897,308108192,81
42,100,59.694,2279,134856,622531028,63
42,1000,89.693,2340,206448,951285040,81
43,10,40.904,2652,77245,417837834,86
43,100,83.332,2668,159256,850792845,39
43,1000,126.822,2699,244768,1308646384,82
44,10,56.779,3144,91055,568731945,88
44,100,118.7,3143,189872,1182577217,84
44,1000,178.253,3189,286818,1778880193,6
45,10,79.438,3580,107123,778357564,79
45,100,167.808,3592,224309,1614507076,78
45,1000,253.972,3589,340712,2450530987,0
46,10,118.409,4134,127614,1083513030,80
46,100,239.867,4202,265074,2220981008,23
46,1000,362.628,4263,402198,3355074666,4
47,10,158.728,4703,148405,1451170304,82
47,100,339.888,4771,313137,3042993366,29
47,1000,493.55,4931,474377,4568424185,85
48,10,223.003,5463,174862,1985670236,8
48,100,456.818,5592,366746,4120389306,94
48,1000,697.364,5538,562106,6300764915,88
49,10,322.749,6350,207879,2741027674,89
49,100,660.559,6466,435404,5680246983,14
49,1000,1007.325,6341,664754,8645399256,7
50,10,507.959,7423,245399,3752022769,96
50,100,1043.449,7300,514981,7807928770,4
50,1000,1543.816,7463,784577,11830302606,95
20,10,0.026,127,1636,317787,39
20,100,0.036,107,3085,580753,3
20,1000,0.051,109,4574,849133,37
21,10,0.027,131,1909,431526,38
21,100,0.05,137,3735,814844,41
21,1000,0.069,130,5464,1151555,42
22,10,0.039,139,2274,593453,40
22,100,0.068,142,4362,1081713,37
22,1000,0.103,138,6726,1666723,40
23,10,0.051,155,2732,783006,45
23,100,0.094,172,5255,1481380,31
23,1000,0.139,153,7885,2244438,41
24,10,0.078,213,3267,1154784,45
24,100,0.136,195,6263,2080346,41
24,1000,0.197,171,9339,3043650,35
25,10,0.097,226,3638,1439814,47
25,100,0.189,214,7544,2889326,50
25,1000,0.282,215,11344,4342675,46
26,10,0.131,249,4153,1889954,0
26,100,0.265,238,8649,3778951,47
26,1000,0.384,239,13101,5714353,51
27,10,0.197,279,5428,2857707,49
27,100,0.374,287,10541,5508619,1
27,1000,0.556,296,16014,8220967,52
28,10,0.258,328,6183,3632412,55
28,100,0.513,332,12363,7317123,17
28,1000,0.778,331,18965,11247463,54
29,10,0.363,357,7424,5082376,58
29,100,0.7,352,14690,9944437,52
29,1000,1.076,370,22364,15252572,56
30,10,0.507,433,8606,6865355,57
30,100,1.021,447,17646,14020496,59
30,1000,1.532,433,26659,21116372,2
31,10,0.98,498,10429,9725159,57
31,100,1.423,481,21084,19258304,60
31,1000,2.838,497,31207,28190847,62
32,10,1.02,569,12113,13210792,4
32,100,2.06,547,25113,26938183,26
32,1000,2.958,559,36934,38663648,56
33,10,1.388,648,14387,17694956,59
33,100,2.792,633,29416,35843484,61
33,1000,4.11,660,43721,52958516,59
34,10,1.929,793,16638,23885779,1
34,100,3.953,716,34689,48919736,68
34,1000,5.914,768,52316,73342123,54
35,10,2.792,883,20274,33979464,69
35,100,5.453,831,41381,67246196,67
35,1000,8.293,832,62570,102663395,17
36,10,3.753,968,23569,45049665,49
36,100,7.845,999,49320,94339755,64
36,1000,11.676,1013,74221,141083683,32
37,10,5.319,1106,28134,62954471,66
37,100,10.619,1177,57040,125709758,70
37,1000,16.392,1146,87930,194204101,1
38,10,7.362,1284,33034,84494519,75
38,100,15.401,1339,69220,177390222,4
38,1000,23.144,1322,104904,267296417,70
39,10,10.375,1533,39518,118108546,75
39,100,21.021,1557,80915,239798632,1
39,1000,31.744,1483,123174,362489644,78
40,10,14.459,1714,46574,160970492,72
40,100,29.794,1709,96595,332065110,77
40,1000,45.074,1748,146474,503748928,4
41,10,20.043,2009,54742,218866120,56
41,100,41.913,1981,115214,459020256,81
41,1000,64.402,2001,174738,696049252,80
42,10,31.086,2354,65944,310507682,6
42,100,59.969,2294,135686,628597264,11
42,1000,89.723,2301,205765,947894162,77
43,10,41.745,2724,76890,420177806,0
43,100,87.561,2727,160958,867818449,74
43,1000,131.174,2723,241966,1290118972,77
44,10,57.121,3203,91112,574294350,78
44,100,117.624,3152,188402,1170348571,86
44,1000,178.545,3191,289906,1796767199,83
45,10,82.014,3686,106901,782522121,5
45,100,170.747,3575,224241,1614189428,67
45,1000,259.567,3606,340902,2453257518,11
46,10,116.18,4181,126697,1073312445,85
46,100,238.359,4147,265060,2214217115,86
46,1000,363.96,4242,402417,3348470627,92
47,10,163.111,4856,149726,1469155470,84
47,100,334.682,4895,312685,3032016571,69
47,1000,494.289,4860,475704,4589574041,74
48,10,224.693,5667,176731,2017449408,88
48,100,465.853,5786,369713,4164489939,96
48,1000,695.985,5625,560253,6278320546,95
49,10,411.34,6448,209124,2772863729,96
49,100,829.936,6452,435040,5672470263,8
49,1000,1302.127,6654,667464,8693452049,89
50,10,536.467,7416,246021,3777699480,89
50,100,1033.929,7518,513631,7775158732,4
50,1000,1469.688,7312,784050,11809546328,95
20,10,0.024,116,1552,298360,40
20,100,0.037,117,3077,585148,2
20,1000,0.052,117,4629,850893,40
21,10,0.028,127,1988,449019,35
21,100,0.048,136,3673,782333,42
21,1000,0.071,122,5554,1179735,41
22,10,0.037,144,2212,575727,4
22,100,0.07,131,4536,1114382,41
22,1000,0.101,149,6501,1623672,42
23,10,0.053,162,2688,794979,46
23,100,0.096,171,5235,1523984,37
23,1000,0.146,168,8091,2344713,42
24,10,0.074,195,3276,1113395,46
24,100,0.139,184,6348,2126671,44
24,1000,0.209,193,9625,3228443,48
25,10,0.093,220,3622,1373790,50
25,100,0.188,217,7552,2888946,44
25,1000,0.278,209,11226,4298724,49
26,10,0.132,234,4370,1906820,48
26,100,0.27,236,9066,3999877,50
26,1000,0.384,243,13124,5713097,51
27,10,0.189,292,5138,2715910,4
27,100,0.349,283,10062,5124887,1
27,1000,0.552,295,15919,8164380,53
28,10,0.262,317,6318,3712346,56
28,100,0.524,307,12711,7518676,51
28,1000,0.764,314,18816,11035303,54
29,10,0.361,350,7338,5089719,58
29,100,0.733,361,15047,10374194,34
29,1000,1.104,388,22877,15678298,41
30,10,0.506,415,8725,6852633,60
30,100,1.035,418,17690,13906463,43
30,1000,2.146,429,27129,21499571,25
31,10,0.985,497,10293,9685711,62
31,100,1.943,492,21053,19562900,61
31,1000,2.875,481,31351,28330995,59
32,10,1.018,578,12223,13190676,61
32,100,2.028,539,25048,26491110,63
32,1000,3.011,594,37420,39369868,0
33,10,1.456,683,14666,18436514,64
33,100,2.788,610,29241,35642393,66
33,1000,4.257,658,44476,54038803,60
34,10,2.037,752,17476,25232225,65
34,100,3.967,724,34795,49338460,6
34,1000,5.973,733,52669,74284578,52
35,10,2.67,825,20028,32891294,67
35,100,5.491,842,41123,67857528,1
35,1000,8.299,908,62504,102413801,68
36,10,3.879,972,24133,46658261,24
36,100,7.818,994,49555,94392762,70
36,1000,11.777,959,74193,140230442,68
37,10,5.292,1112,28250,62558205,32
37,100,10.883,1164,58268,128661095,68
37,1000,16.451,1138,88184,195169236,3
38,10,7.391,1294,33129,84905216,59
38,100,15.252,1289,68685,175641693,8
38,1000,22.936,1291,103968,264123535,76
39,10,10.673,1565,39727,121048687,12
39,100,21.216,1487,81930,241913442,69
39,1000,32.01,1515,123526,364890418,76
40,10,14.483,1690,46463,161456265,67
40,100,29.729,1768,96752,332248443,78
40,1000,44.687,1752,146103,499568921,66
41,10,21.229,2051,55411,223062090,60
41,100,43.013,1968,114179,452462965,80
41,1000,68.022,1966,172830,682710233,76
42,10,29.558,2380,65771,308702930,82
42,100,60.402,2344,135358,622762636,77
42,1000,89.952,2383,207195,955714986,83
43,10,39.752,2730,75882,416165958,0
43,100,83.196,2694,159292,854591062,6
43,1000,127.424,2757,243005,1298778336,80
44,10,56.081,3157,90378,567734014,77
44,100,116.631,3228,188595,1171637146,77
44,1000,175.765,3113,285335,1760261078,6
45,10,79.962,3659,107460,781948493,87
45,100,167.71,3554,223917,1621263029,5
45,1000,250.227,3642,340433,2443717532,61
46,10,116.834,4130,126686,1070513347,87
46,100,239.808,4061,263961,2202358311,84
46,1000,366.247,4191,402327,3348323731,91
47,10,163.469,4796,149187,1458947569,92
47,100,345.137,4920,315595,3081007177,92
47,1000,501.096,4753,475796,4600241745,92
48,10,273.9,5571,174592,1975806944,87
48,100,575.468,5603,370141,4167862295,94
48,1000,882.835,5536,562337,6312655467,10
49,10,404.613,6442,207072,2724352644,97
49,100,836.22,6536,434742,5671528634,34
49,1000,1313.949,6564,663471,8621797615,85
50,10,563.848,7458,243610,3731157636,2
50,100,1376.418,7633,513408,7753401461,98
50,1000,1704.299,7471,786047,11849536866,99
20,10,0.024,104,1626,303001,40
20,100,0.033,116,2955,540215,18
20,1000,0.05,101,4512,836185,0
21,10,0.027,136,1913,426322,41
21,100,0.048,120,3684,780252,40
21,1000,0.071,131,5535,1197575,1
22,10,0.037,156,2152,563150,39
22,100,0.073,155,4544,1162556,41
22,1000,0.11,164,6860,1749761,42
23,10,0.052,162,2744,796541,46
23,100,0.098,152,5359,1572627,2
23,1000,0.145,173,8073,2328364,46
24,10,0.067,184,3017,996763,35
24,100,0.134,205,6053,2037942,47
24,1000,0.196,212,9174,2995404,41
25,10,0.097,216,3638,1457276,0
25,100,0.185,227,7375,2807450,49
25,1000,0.284,219,11349,4383021,35
26,10,0.146,264,4586,2092934,25
26,100,0.262,232,8901,3878446,51
26,1000,0.4,247,13417,5959385,51
27,10,0.199,287,5359,2877911,44
27,100,0.369,287,10585,5422769,51
27,1000,0.543,268,15869,8034187,45
28,10,0.261,319,6039,3681635,4
28,100,0.512,326,12362,7323039,54
28,1000,0.773,338,18867,11114379,8
29,10,0.4,390,7896,5612229,58
29,100,0.719,384,14907,10201434,57
29,1000,1.085,377,22534,15487741,54
30,10,0.507,419,8643,6883087,55
30,100,1.036,443,17689,14220082,8
30,1000,2.09,417,26584,20769934,56
31,10,0.981,488,10441,9767442,59
31,100,1.89,482,20930,19318286,62
31,1000,2.831,460,30957,27977051,7
32,10,1.007,555,12297,13052883,60
32,100,2.069,570,25309,26978011,59
32,1000,3.053,570,37754,39970433,58
33,10,1.442,662,14626,18389900,63
33,100,2.716,619,28581,34590036,0
33,1000,4.236,621,44570,54065526,64
34,10,2.014,735,17301,24891218,65
34,100,3.938,716,34843,48745574,67
34,1000,6.096,742,53238,75310636,59
35,10,2.842,868,20290,34204685,66
35,100,5.533,890,41444,68146976,65
35,1000,8.328,876,62951,102892349,66
36,10,3.857,1009,23733,46352311,3
36,100,7.894,985,49672,94930055,66
36,1000,11.617,954,74059,140432222,14
37,10,5.173,1100,27893,61291592,72
37,100,10.771,1126,58084,127590148,73
37,1000,16.344,1132,88086,194278082,2
38,10,7.543,1295,33329,86505900,7
38,100,15.326,1279,69209,176825127,73
38,1000,22.786,1288,103761,263352001,72
39,10,10.338,1539,39198,117663517,64
39,100,20.934,1515,81017,238751698,77
39,1000,31.909,1527,123304,363848642,7
40,10,14.506,1745,46688,161711582,63
40,100,29.807,1752,96838,333102399,77
40,1000,45.703,1748,147839,510096079,79
41,10,20.461,2056,55521,223924181,81
41,100,41.239,1990,113931,452023490,81
41,1000,65.473,1990,173625,688832517,1
42,10,30.034,2327,65012,305397642,4
42,100,60.147,2341,134928,626117488,73
42,1000,88.57,2372,204669,938766915,79
43,10,40.754,2655,76822,413558848,84
43,100,85.628,2762,159643,853040370,78
43,1000,131.894,2700,244399,1308374499,8
44,10,56.443,3068,90314,564729671,68
44,100,116.209,3170,188414,1166123397,6
44,1000,178.69,3108,288237,1788028430,88
45,10,81.549,3675,107557,787133569,80
45,100,164.908,3626,222869,1601309115,16
45,1000,250.581,3539,339187,2432353765,4
46,10,113.446,4164,124746,1054704043,0
46,100,238.893,4261,264375,2215065669,84
46,1000,355.944,4247,400235,3318797916,64
47,10,159.602,4913,148961,1456452643,87
47,100,335.748,4797,313141,3047343984,1
47,1000,493.107,4790,475415,4593143823,86
48,10,225.105,5666,176584,2012489672,65
48,100,462.899,5522,368061,4141300604,94
48,1000,698.7,5522,561344,6282953071,95
49,10,338.4,6613,210703,2806737956,94
49,100,713.5,6421,434609,5664774896,91
49,1000,1022.177,6490,664600,8642928500,97
50,10,516.495,7364,245250,3755483398,13
50,100,1071.636,7458,516192,7827458214,100
50,1000,1539.024,7593,781107,11752219543,93
20,10,0.024,111,1537,298723,1
20,100,0.039,118,3111,592169,36
20,1000,0.053,115,4716,881856,40
21,10,0.026,138,1836,405194,38
21,100,0.043,107,3410,715011,1
21,1000,0.073,141,5559,1215632,41
22,10,0.034,129,2145,514708,33
22,100,0.069,149,4393,1087295,44
22,1000,0.106,152,6734,1692974,44
23,10,0.051,170,2591,768972,45
23,100,0.098,162,5355,1543690,44
23,1000,0.141,172,7842,2249638,41
24,10,0.072,193,3134,1072408,26
24,100,0.136,196,6254,2072507,46
24,1000,0.201,199,9278,3099044,0
25,10,0.096,225,3746,1426257,50
25,100,0.187,234,7374,2845639,5
25,1000,0.276,229,11076,4239074,47
26,10,0.14,243,4478,2033265,49
26,100,0.267,249,8859,3934052,3
26,1000,0.388,239,13146,5758922,43
27,10,0.182,287,5132,2626914,42
27,100,0.367,284,10522,5388212,54
27,1000,0.537,278,15538,7932265,0
28,10,0.284,325,6489,4018018,53
28,100,0.526,350,12683,7516736,51
28,1000,0.776,337,18920,11156282,49
29,10,0.372,372,7496,5203423,51
29,100,0.731,361,15217,10367362,54
29,1000,1.061,356,22331,15117532,58
30,10,0.533,435,8894,7189403,57
30,100,1.008,418,17383,13745296,59
30,1000,1.538,437,26730,21118425,60
31,10,0.946,495,10165,9471990,5
31,100,1.99,479,21515,19726991,8
31,1000,2.108,489,31431,28561461,62
32,10,0.966,566,11866,12507571,63
32,100,2.0,549,24752,26171993,50
32,1000,3.03,591,37681,39669680,62
33,10,1.455,664,14801,18562672,64
33,100,2.807,600,29674,36103080,60
33,1000,4.122,621,43796,53021494,58
34,10,2.046,774,17301,25328648,23
34,100,4.073,775,35285,50574448,58
34,1000,6.058,768,53101,75102111,65
35,10,2.706,901,20006,33096451,67
35,100,5.435,839,40736,66814851,2
35,1000,8.449,862,63202,104093451,62
36,10,3.825,987,23874,45803853,71
36,100,7.72,1015,48545,92955061,6
36,1000,11.676,1004,73938,140518751,66
37,10,5.601,1154,28695,63517634,53
37,100,11.331,1131,58363,129186568,72
37,1000,16.881,1149,87782,192511438,63
38,10,7.712,1337,33937,88560129,73
38,100,15.286,1339,68939,176042730,72
38,1000,23.001,1282,104388,265153956,76
39,10,10.605,1483,39637,120462564,4
39,100,21.034,1494,81162,239385574,78
39,1000,31.983,1491,123608,364011551,31
40,10,14.474,1752,46220,161281562,6
40,100,29.439,1739,96286,328917631,77
40,1000,44.824,1715,146383,500545636,58
41,10,20.65,2109,55536,224277954,76
41,100,41.958,2033,114727,458435961,81
41,1000,64.114,2039,172231,679954254,81
42,10,28.752,2418,63849,299504361,0
42,100,61.023,2339,135653,626954872,74
42,1000,88.585,2247,205117,939113136,81
43,10,40.932,2734,76717,417184518,1
43,100,83.348,2798,159687,856089301,83
43,1000,127.767,2703,243524,1302037836,85
44,10,56.375,3117,91183,568162798,85
44,100,119.105,3073,189921,1180197824,83
44,1000,179.324,3121,287155,1773068346,85
45,10,79.709,3722,106115,776121018,0
45,100,166.612,3596,222309,1602067989,4
45,1000,252.223,3607,340190,2439854184,80
46,10,114.553,4261,126300,1071774290,3
46,100,239.445,4222,265397,2221465434,84
46,1000,364.887,4183,403771,3366561329,87
47,10,161.386,4860,148571,1454164195,5
47,100,338.603,4886,313154,3046087682,92
47,1000,501.385,4872,478184,4632767228,90
48,10,220.772,5623,174889,1982519636,94
48,100,459.794,5528,369178,4159132973,5
48,1000,698.281,5586,562586,6309910800,95
49,10,321.152,6430,206688,2719974569,91
49,100,666.58,6493,435597,5686713468,2
49,1000,1014.099,6344,664032,8637480000,1
50,10,543.8,7520,245601,3758803985,98
50,100,1105.51,7634,515296,7820231919,8
50,1000,1574.283,7365,780202,11718374161,88
